QGC WPL 110
0	1	0	0	0	0	0	0	0	0	0	1
1	0	3	22	10	0	0	0	0	0	15	1	
2	0	3	16	0	0	0	0	41.0824324	29.0501797	50	1	
3	0	3	16	0	0	0	0	41.0834324	29.0499797	55	1	
4	0	3	201	0	0	0	0	41.0835726	29.0525079	0	1	
5	0	3	16	0	0	0	0	41.0824324	29.0501797	50	1	
6	0	3	203	0	0	0	0	0	0	0	1	
7	0	3	16	0	0	0	0	41.0834324	29.0501797	60	1	
8	0	3	203	0	0	0	0	0	0	0	1	
9	0	3	16	0	0	0	0	41.0834324	29.051179700000002	70	1	
10	0	3	203	0	0	0	0	0	0	0	1	
11	0	3	16	0	0	0	0	41.0844324	29.051179700000002	80	1	
12	0	3	203	0	0	0	0	0	0	0	1	
13	0	3	16	0	0	0	0	41.0844324	29.0501797	90	1	
14	0	3	203	0	0	0	0	0	0	0	1	
15	0	3	16	0	0	0	0	41.085432399999995	29.0501797	100	1	
16	0	3	203	0	0	0	0	0	0	0	1	
17	0	3	16	0	0	0	0	41.085432399999995	29.051179700000002	110	1	
18	0	3	203	0	0	0	0	0	0	0	1	
19	0	3	16	0	0	0	0	41.08643239999999	29.051179700000002	120	1	
20	0	3	203	0	0	0	0	0	0	0	1	
21	0	3	16	0	0	0	0	41.08643239999999	29.0501797	130	1	
22	0	3	203	0	0	0	0	0	0	0	1	
23	0	3	16	0	0	0	0	41.08743239999999	29.0501797	140	1	
24	0	3	203	0	0	0	0	0	0	0	1	
25	0	3	16	0	0	0	0	41.08743239999999	29.051179700000002	150	1	
26	0	3	203	0	0	0	0	0	0	0	1	
27	0	3	16	0	0	0	0	41.08843239999999	29.051179700000002	160	1	
28	0	3	203	0	0	0	0	0	0	0	1	
29	0	3	16	0	0	0	0	41.08843239999999	29.0501797	170	1	
30	0	3	203	0	0	0	0	0	0	0	1	
31	0	3	16	0	0	0	0	41.089432399999986	29.0501797	180	1	
32	0	3	203	0	0	0	0	0	0	0	1	
33	0	3	16	0	0	0	0	41.089432399999986	29.051179700000002	190	1	
34	0	3	203	0	0	0	0	0	0	0	1	
35	0	3	20	0	0	0	0	0	0	0	1	
